-3.000000000000001421e+01 -2.799999999999999289e+01 -2.599999999999998579e+01 -2.399999999999995737e+01 -2.199999999999995737e+01 -1.999999999999997868e+01 -1.799999999999995026e+01 -1.599999999999998579e+01 -1.399999999999997158e+01 -1.199999999999997868e+01 -9.999999999999978684e+00 -8.000000000000000000e+00 -6.000000000000007105e+00 -4.000000000000000000e+00 -1.999999999999992895e+00 1.065814103640150279e-14 2.000000000000014211e+00 3.999999999999989342e+00 6.000000000000003553e+00 8.000000000000017764e+00 1.000000000000000711e+01 1.200000000000000355e+01 1.400000000000000355e+01 1.600000000000000711e+01 1.800000000000000711e+01 2.000000000000000355e+01 2.200000000000001066e+01 2.400000000000000355e+01 2.600000000000000355e+01 2.800000000000000000e+01 3.000000000000000000e+01
-2.970001752438882647e+01 -2.772010344782022173e+01 -2.574024489863397491e+01 -2.376041163969685499e+01 -2.178057926799262134e+01 -1.980072877155772204e+01 -1.782084608267656023e+01 -1.584092162863389319e+01 -1.386094988106687254e+01 -1.188092890472616148e+01 -9.900859906241890940e+00 -7.920746783304075223e+00 -5.940595674501111034e+00 -3.960414509919949921e+00 -1.980212562495115236e+00 7.105427357601001859e-15 1.980212562495140105e+00 3.960414509919935711e+00 5.940595674501107482e+00 7.920746783304103644e+00 9.900859906241922914e+00 1.188092890472619345e+01 1.386094988106690451e+01 1.584092162863390740e+01 1.782084608267659576e+01 1.980072877155774336e+01 2.178057926799265331e+01 2.376041163969689052e+01 2.574024489863397847e+01 2.772010344782022173e+01 2.970001752438880516e+01
-2.940007082538077299e+01 -2.744041813185337730e+01 -2.548098992941116592e+01 -2.352166392402851613e+01 -2.156234137107184523e+01 -1.960294535828248996e+01 -1.764341902685576713e+01 -1.568372375205714064e+01 -1.372383730070174579e+01 -1.176375197894503088e+01 -9.803472780280443999e+00 -7.843015540474276293e+00 -5.882405103412644110e+00 -3.921673499503171456e+00 -1.960858136360975834e+00 0.000000000000000000e+00 1.960858136360993598e+00 3.921673499503171456e+00 5.882405103412633451e+00 7.843015540474311820e+00 9.803472780280465315e+00 1.176375197894505575e+01 1.372383730070176888e+01 1.568372375205714597e+01 1.764341902685578489e+01 1.960294535828251128e+01 2.156234137107188076e+01 2.352166392402855877e+01 2.548098992941115171e+01 2.744041813185339507e+01 2.940007082538075878e+01
-2.910016104897673728e+01 -2.716095095765424361e+01 -2.522225162866189407e+01 -2.328378462776836244e+01 -2.134532495459906443e+01 -1.940669742755279259e+01 -1.746777274372507804e+01 -1.552846332606211632e+01 -1.358871904934959929e+01 -1.164852291623489577e+01 -9.707886735393508104e+00 -7.766846836863848580e+00 -5.825459844832600709e+00 -3.883798515864647527e+00 -1.941947640685238952e+00 1.776356839400250465e-14 1.941947640685278031e+00 3.883798515864658185e+00 5.825459844832614920e+00 7.766846836863887660e+00 9.707886735393536526e+00 1.164852291623493130e+01 1.358871904934963126e+01 1.552846332606213586e+01 1.746777274372511357e+01 1.940669742755282456e+01 2.134532495459908219e+01 2.328378462776839086e+01 2.522225162866189763e+01 2.716095095765424361e+01 2.910016104897673017e+01
-2.880028941894406103e+01 -2.688170940211539062e+01 -2.496404803563221009e+01 -2.304680403314906556e+01 -2.112957183535398542e+01 -1.921203587030259285e+01 -1.729396374556517202e+01 -1.537519873945750248e+01 -1.345565189552795715e+01 -1.153529395713714933e+01 -9.614147314063401950e+00 -7.692278074726296211e+00 -5.769788327896783642e+00 -3.846808617234970029e+00 -1.923490620302526821e+00 1.776356839400250465e-14 1.923490620302569454e+00 3.846808617234994898e+00 5.769788327896804958e+00 7.692278074726342396e+00 9.614147314063448135e+00 1.153529395713718131e+01 1.345565189552801044e+01 1.537519873945754512e+01 1.729396374556522176e+01 1.921203587030264259e+01 2.112957183535403871e+01 2.304680403314912951e+01 2.496404803563221719e+01 2.688170940211540483e+01 2.880028941894405392e+01
-2.850045724428119343e+01 -2.660270157641824795e+01 -2.470639886671783358e+01 -2.281075521554133445e+01 -2.091512733362097975e+01 -1.901901507959825466e+01 -1.712205127721033193e+01 -1.522398974230244306e+01 -1.332469230489839873e+01 -1.142411543885942393e+01 -9.522296938820964840e+00 -7.619342928221989553e+00 -5.715415351607894934e+00 -3.810720001012001035e+00 -1.905495048362226385e+00 1.421085471520200372e-14 1.905495048362251254e+00 3.810720001012011693e+00 5.715415351607909145e+00 7.619342928222025080e+00 9.522296938820993262e+00 1.142411543885947012e+01 1.332469230489843781e+01 1.522398974230247504e+01 1.712205127721035680e+01 1.901901507959827597e+01 2.091512733362102239e+01 2.281075521554138774e+01 2.470639886671784780e+01 2.660270157641825506e+01 2.850045724428118277e+01
-2.820066592762488256e+01 -2.632393629809217828e+01 -2.444932571593123072e+01 -2.257567436957076978e+01 -2.070204064358529195e+01 -1.882769324595052751e+01 -1.695209743180785722e+01 -1.507489732899395563e+01 -1.319589609894478599e+01 -1.131503528733462360e+01 -9.432374322268380240e+00 -7.548070759883145797e+00 -5.662361583795124886e+00 -3.775545641091863303e+00 -1.887967136862179984e+00 7.105427357601001859e-15 1.887967136862201301e+00 3.775545641091877513e+00 5.662361583795135545e+00 7.548070759883177772e+00 9.432374322268412214e+00 1.131503528733466979e+01 1.319589609894481974e+01 1.507489732899398227e+01 1.695209743180788564e+01 1.882769324595056304e+01 2.070204064358532747e+01 2.257567436957081242e+01 2.444932571593124138e+01 2.632393629809219249e+01 2.820066592762489321e+01
-2.790091697474869648e+01 -2.604542317381517336e+01 -2.419285228643190067e+01 -2.234160118243504201e+01 -2.049036524641074664e+01 -1.863813266746875996e+01 -1.678416724241191105e+01 -1.492798356463025300e+01 -1.306931804356513993e+01 -1.120809844768579921e+01 -9.344413839255118148e+00 -7.478486026935840414e+00 -5.610643070885743100e+00 -3.741294943964661002e+00 -1.870911160646581806e+00 0.000000000000000000e+00 1.870911160646585358e+00 3.741294943964664554e+00 5.610643070885743100e+00 7.478486026935861730e+00 9.344413839255139465e+00 1.120809844768582408e+01 1.306931804356517013e+01 1.492798356463028142e+01 1.678416724241192526e+01 1.863813266746879194e+01 2.049036524641078572e+01 2.234160118243507043e+01 2.419285228643190777e+01 2.604542317381517691e+01 2.790091697474866805e+01
-2.760121200532946162e+01 -2.576717269494156071e+01 -2.393700465900797170e+01 -2.210857926244310434e+01 -2.028015937060073171e+01 -1.845040007151252937e+01 -1.661832873848896597e+01 -1.478331134104360345e+01 -1.294501135736250674e+01 -1.110334625021785726e+01 -9.258444866105111970e+00 -7.410607687727175374e+00 -5.560270770375776550e+00 -3.707973433579734746e+00 -1.854329300491169619e+00 1.421085471520200372e-14 1.854329300491187382e+00 3.707973433579748956e+00 5.560270770375787208e+00 7.410607687727203796e+00 9.258444866105133286e+00 1.110334625021788924e+01 1.294501135736254405e+01 1.478331134104363720e+01 1.661832873848899794e+01 1.845040007151257910e+01 2.028015937060078500e+01 2.210857926244315763e+01 2.393700465900797525e+01 2.576717269494156781e+01 2.760121200532945096e+01
-2.730155276519468899e+01 -2.548919634818692614e+01 -2.368181160472286351e+01 -2.187665663230649571e+01 -2.007148650432684533e+01 -1.826456694247646695e+01 -1.645465295338750522e+01 -1.464094404674021987e+01 -1.282302712926989940e+01 -1.100081571069025088e+01 -9.174491094100584831e+00 -7.344448620370879866e+00 -5.511250118803229014e+00 -3.675582475123640336e+00 -1.838221510767155564e+00 3.552713678800500929e-15 1.838221510767159117e+00 3.675582475123650994e+00 5.511250118803239673e+00 7.344448620370897629e+00 9.174491094100595490e+00 1.100081571069027220e+01 1.282302712926993493e+01 1.464094404674024652e+01 1.645465295338751943e+01 1.826456694247648826e+01 2.007148650432687731e+01 2.187665663230654189e+01 2.368181160472287772e+01 2.548919634818692970e+01 2.730155276519468899e+01
