-9.999999999999998224e+00 -7.999999999999991118e+00 -5.999999999999984013e+00 -4.000000000000003553e+00 -2.000000000000001776e+00 -1.065814103640150279e-14 1.999999999999994671e+00 3.999999999999996447e+00 5.999999999999997335e+00 7.999999999999997335e+00 1.000000000000000000e+01
-9.900012490367714690e+00 -7.920107694107095142e+00 -5.940325252369474285e+00 -3.960485633496391600e+00 -1.980371557268727045e+00 -1.065814103640150279e-14 1.980371557268715499e+00 3.960485633496378277e+00 5.940325252369479614e+00 7.920107694107096918e+00 9.900012490367716467e+00
-9.800050487695928680e+00 -7.840435395445934930e+00 -5.881314740123265494e+00 -3.921961497623778214e+00 -1.961499227023702829e+00 -5.329070518200751394e-15 1.961499227023701053e+00 3.921961497623769333e+00 5.881314740123274376e+00 7.840435395445935818e+00 9.800050487695932233e+00
-9.700114832577378721e+00 -7.760990612206425610e+00 -5.822990435631989925e+00 -3.884455511779487225e+00 -1.943399607389132200e+00 -7.105427357601001859e-15 1.943399607389126871e+00 3.884455511779474790e+00 5.822990435631997919e+00 7.760990612206428274e+00 9.700114832577378721e+00
-9.600206440001574748e+00 -7.681781701763014780e+00 -5.765376297605062206e+00 -3.847994689837413773e+00 -1.926084975126437726e+00 -5.329070518200751394e-15 1.926084975126432397e+00 3.847994689837406668e+00 5.765376297605071976e+00 7.681781701763016557e+00 9.600206440001576524e+00
-9.500326307824396466e+00 -7.602817978244155839e+00 -5.708498471134376473e+00 -3.812604840414833163e+00 -1.909562727550190075e+00 -1.065814103640150279e-14 1.909562727550180306e+00 3.812604840414820728e+00 5.708498471134383578e+00 7.602817978244159391e+00 9.500326307824391137e+00
-9.400475526476547827e+00 -7.524109837008971624e+00 -5.652385500408485086e+00 -3.778310205898380403e+00 -1.893834853707186738e+00 -7.105427357601001859e-15 1.893834853707182297e+00 3.778310205898369745e+00 5.652385500408492192e+00 7.524109837008976953e+00 9.400475526476549604e+00
-9.300655290131953024e+00 -7.445668899161198340e+00 -5.597068552544936182e+00 -3.745133030842922039e+00 -1.878897453296916709e+00 -7.105427357601001859e-15 1.878897453296910491e+00 3.745133030842914046e+00 5.597068552544948616e+00 7.445668899161201892e+00 9.300655290131960129e+00
-9.200866909603307775e+00 -7.367508179887506614e+00 -5.542581649804951383e+00 -3.713093050273240436e+00 -1.864740323132329181e+00 -7.105427357601001859e-15 1.864740323132322963e+00 3.713093050273226225e+00 5.542581649804954935e+00 7.367508179887504838e+00 9.200866909603302446e+00
-9.101111827290328193e+00 -7.289642285215833795e+00 -5.488961905814369047e+00 -3.682206888877441742e+00 -1.851346631609434468e+00 -7.105427357601001859e-15 1.851346631609430915e+00 3.682206888877429307e+00 5.488961905814376152e+00 7.289642285215830242e+00 9.101111827290324641e+00
-9.001391634579041678e+00 -7.212087642787020414e+00 -5.436249759175831642e+00 -3.652487363290859435e+00 -1.838692701500264093e+00 -5.329070518200751394e-15 1.838692701500258764e+00 3.652487363290849665e+00 5.436249759175841412e+00 7.212087642787023967e+00 9.001391634579043455e+00
-8.901708092181385368e+00 -7.134862773465835417e+00 -5.384489194841135529e+00 -3.623942681874181559e+00 -1.826747920248829260e+00 -5.329070518200751394e-15 1.826747920248825707e+00 3.623942681874172678e+00 5.384489194841142634e+00 7.134862773465836305e+00 8.901708092181381815e+00
-8.802063154020856928e+00 -7.057988612143088147e+00 -5.333727939605887869e+00 -3.596575539864131699e+00 -1.815474794703932915e+00 -5.329070518200751394e-15 1.815474794703932915e+00 3.596575539864121929e+00 5.333727939605894974e+00 7.057988612143089924e+00 8.802063154020858704e+00
-8.702458995417609700e+00 -6.981488887969311108e+00 -5.284017612834698951e+00 -3.570382112806658625e+00 -1.804829163782240897e+00 -5.329070518200751394e-15 1.804829163782235568e+00 3.570382112806646191e+00 5.284017612834707833e+00 6.981488887969314661e+00 8.702458995417611476e+00
-8.602898046515903729e+00 -6.905390576597385532e+00 -5.235413806736959330e+00 -3.545350958048985035e+00 -1.794760577899404907e+00 -3.552713678800500929e-15 1.794760577899404019e+00 3.545350958048976153e+00 5.235413806736973541e+00 6.905390576597389973e+00 8.602898046515900177e+00
-8.503383032142611597e+00 -6.829724439898193111e+00 -5.187976061884125301e+00 -3.521461842995623925e+00 -1.785212848197502922e+00 -7.105427357601001859e-15 1.785212848197496704e+00 3.521461842995615932e+00 5.187976061884134182e+00 6.829724439898198440e+00 8.503383032142606268e+00
-8.403917019604895344e+00 -6.754525672165341277e+00 -5.141767692896424435e+00 -3.498684529946254784e+00 -1.776124761793385076e+00 -3.552713678800500929e-15 1.776124761793382412e+00 3.498684529946245014e+00 5.141767692896432429e+00 6.754525672165346606e+00 8.403917019604895344e+00
-8.304503476355208136e+00 -6.679834676167608620e+00 -5.096855406107041020e+00 -3.476977560571610226e+00 -1.767430951746559842e+00 -7.105427357601001859e-15 1.767430951746554513e+00 3.476977560571604897e+00 5.096855406107044573e+00 6.679834676167613949e+00 8.304503476355209912e+00
-8.205146340007685168e+00 -6.605697997662185017e+00 -5.053308635471180921e+00 -3.456287098111525680e+00 -1.759062902582027021e+00 -1.776356839400250465e-15 1.759062902582023469e+00 3.456287098111519462e+00 5.053308635471189803e+00 6.605697997662186793e+00 8.205146340007686945e+00
-8.105850103933375905e+00 -6.532169453235631806e+00 -5.011198505257347335e+00 -3.436545901471509623e+00 -1.750950064497644121e+00 -3.552713678800500929e-15 1.750950064497639680e+00 3.436545901471501629e+00 5.011198505257354441e+00 6.532169453235635359e+00 8.105850103933379458e+00
