-3.999999999999989342e+00 -2.000000000000000888e+00 -2.000000000000000888e+00 -1.999999999999997558e+00 -1.999999999999993783e+00 -4.672917017843163523e-15 -3.156583710941321125e-16 -1.016103875140703377e-16 2.220446049250313081e-15 2.664535259100375697e-15 6.562067091254736404e-15 1.999999999999998668e+00 1.999999999999999334e+00 2.000000000000000444e+00 2.000000000000003109e+00 4.000000000000000000e+00
-3.960071817497031077e+00 -1.980260781504716405e+00 -1.980000394570668565e+00 -1.980000394570668121e+00 -1.980000394570666788e+00 -1.652382772407128229e-16 -7.590861471079731852e-17 2.664535259100375697e-15 3.108624468950438313e-15 3.330669073875469621e-15 3.552713678800500929e-15 1.980000394570667011e+00 1.980000394570667455e+00 1.980000394570667455e+00 1.980260781504723511e+00 3.960071817497039959e+00
-3.920290271417443684e+00 -1.961053400045403627e+00 -1.960001594387104973e+00 -1.960001594387097645e+00 -1.960001594387097423e+00 -3.363585695857724005e-15 -1.544935885201954866e-15 -1.169216759415001940e-16 1.542182306750015466e-16 2.220446049250313081e-15 4.478110975010105633e-15 1.960001594387106749e+00 1.960001594387107193e+00 1.960001594387108526e+00 1.961053400045412731e+00 3.920290271417453898e+00
-3.880660117518702990e+00 -1.942393141153361924e+00 -1.940003624352285350e+00 -1.940003624352284461e+00 -1.940003624352283129e+00 -5.108341637664672147e-15 -1.547227790996135343e-16 -8.262262898461950445e-17 2.664535259100375697e-15 3.108624468950438313e-15 6.834414491523414789e-15 1.940003624352283795e+00 1.940003624352284017e+00 1.940003624352284683e+00 1.942393141153369251e+00 3.880660117518713648e+00
-3.841186476690751306e+00 -1.924295053074757789e+00 -1.920006510405631195e+00 -1.920006510405630085e+00 -1.920006510405626754e+00 -5.201518710720672161e-15 1.717793838930839573e-17 1.285388335927433663e-16 2.664535259100375697e-15 3.996802888650563546e-15 5.731289810667156357e-15 1.920006510405628752e+00 1.920006510405629196e+00 1.920006510405629419e+00 1.924295053074767337e+00 3.841186476690761520e+00
-3.801874871876893991e+00 -1.906773851585700896e+00 -1.900010279577454497e+00 -1.900010279577451833e+00 -1.900010279577451833e+00 -2.211905872137810921e-16 5.465713352000770348e-17 1.554312234475219157e-15 2.220446049250313081e-15 2.220446049250313081e-15 3.552713678800500929e-15 1.900010279577455163e+00 1.900010279577455607e+00 1.900010279577455607e+00 1.906773851585707558e+00 3.801874871876902429e+00
-3.762731269242507892e+00 -1.889843815098108948e+00 -1.880014960046861638e+00 -1.880014960046860750e+00 -1.880014960046860084e+00 -5.110235124295877820e-15 1.597890304719042418e-17 3.523948520738262105e-17 1.776356839400250465e-15 2.664535259100375697e-15 6.321671672272874448e-15 1.880014960046860750e+00 1.880014960046860750e+00 1.880014960046861194e+00 1.889843815098116941e+00 3.762731269242517218e+00
-3.723762124131813955e+00 -1.873518669611070386e+00 -1.860020581203336798e+00 -1.860020581203335244e+00 -1.860020581203333911e+00 -6.057755181865959090e-17 4.291438999031850320e-17 3.179080930128574279e-16 2.250615173071484718e-15 3.330669073875469621e-15 3.552713678800500929e-15 1.860020581203336576e+00 1.860020581203336798e+00 1.860020581203336798e+00 1.873518669611077714e+00 3.723762124131822837e+00
-3.684974432425405233e+00 -1.857811463085255355e+00 -1.840027173712388109e+00 -1.840027173712386332e+00 -1.840027173712385888e+00 -1.820584566716549309e-16 -1.614167915717528491e-16 1.332267629550187849e-15 1.332267629550187849e-15 1.776356839400250465e-15 2.886579864025407005e-15 1.840027173712388331e+00 1.840027173712388553e+00 1.840027173712388553e+00 1.857811463085261350e+00 3.684974432425415447e+00
-3.646375787993162199e+00 -1.842734428841319883e+00 -1.820034769585460621e+00 -1.820034769585459511e+00 -1.820034769585458623e+00 -5.130682021623089606e-15 1.766910236430034731e-16 2.871306657462953238e-16 1.110223024625156540e-15 3.552713678800500929e-15 5.802985559669459454e-15 1.820034769585459289e+00 1.820034769585459955e+00 1.820034769585460843e+00 1.842734428841327210e+00 3.646375787993173745e+00
