-5.500000000000002842e+01 -5.300000000000004263e+01 -5.100000000000007105e+01 -4.900000000000004263e+01 -4.700000000000001421e+01 -4.500000000000000000e+01 -4.299999999999997158e+01 -4.099999999999998579e+01 -3.900000000000002842e+01 -3.700000000000001421e+01 -3.500000000000000000e+01 -3.299999999999998579e+01 -3.100000000000000000e+01 -2.900000000000000000e+01 -2.699999999999997158e+01 -2.499999999999998579e+01 -2.299999999999998579e+01 -2.099999999999998579e+01 -1.899999999999997158e+01 -1.699999999999998579e+01 -1.499999999999997158e+01 -1.299999999999998579e+01 -1.099999999999997158e+01 -8.999999999999971578e+00 -6.999999999999978684e+00 -4.999999999999985789e+00 -2.999999999999992895e+00 -1.000000000000000000e+00 1.000000000000028422e+00 3.000000000000028422e+00 5.000000000000000000e+00 7.000000000000007105e+00 9.000000000000021316e+00 1.099999999999999289e+01 1.300000000000001421e+01 1.500000000000001421e+01 1.700000000000000000e+01 1.900000000000000000e+01 2.100000000000000000e+01 2.300000000000000000e+01 2.500000000000000355e+01 2.700000000000000355e+01 2.900000000000000355e+01 3.100000000000000711e+01 3.300000000000000000e+01 3.499999999999999289e+01 3.700000000000000000e+01 3.900000000000000711e+01 4.100000000000000000e+01 4.300000000000000000e+01 4.500000000000000000e+01 4.700000000000000000e+01 4.900000000000000711e+01 5.100000000000000000e+01 5.300000000000000000e+01 5.500000000000000000e+01
-5.445000980325343676e+01 -5.247006031395149250e+01 -5.049015172501898974e+01 -4.851027371078389194e+01 -4.653041695688392565e+01 -4.455057312160782601e+01 -4.257073479694801676e+01 -4.059089546941120830e+01 -3.861104948062717312e+01 -3.663119198779548924e+01 -3.465131892400233937e+01 -3.267142695843854483e+01 -3.069151345654522345e+01 -2.871157644011013588e+01 -2.673161454733507014e+01 -2.475162699289080592e+01 -2.277161352797395466e+01 -2.079157440037712945e+01 -1.881151031458138334e+01 -1.683142239187748146e+01 -1.485131213052036969e+01 -1.287118136592000894e+01 -1.089103223086840444e+01 -8.910867115803519312e+00 -6.930688629106668941e+00 -4.950499557430866560e+00 -2.970302826055863932e+00 -9.901014592645793755e-01 9.901014592646220080e-01 2.970302826055906564e+00 4.950499557430909192e+00 6.930688629106732890e+00 8.910867115803597471e+00 1.089103223086844707e+01 1.287118136592004447e+01 1.485131213052045496e+01 1.683142239187753120e+01 1.881151031458145440e+01 2.079157440037716498e+01 2.277161352797399019e+01 2.475162699289085211e+01 2.673161454733509856e+01 2.871157644011013943e+01 3.069151345654521634e+01 3.267142695843854483e+01 3.465131892400233937e+01 3.663119198779548924e+01 3.861104948062715891e+01 4.059089546941119409e+01 4.257073479694804519e+01 4.455057312160780469e+01 4.653041695688389723e+01 4.851027371078382089e+01 5.049015172501890447e+01 5.247006031395148540e+01 5.445000980325339413e+01
-5.390003961739094507e+01 -5.194024376270910182e+01 -4.998061324948528750e+01 -4.802110635153887586e+01 -4.606168540382887500e+01 -4.410231665971315351e+01 -4.214297014345974901e+01 -4.018361949875152561e+01 -3.822424183386758045e+01 -3.626481756416281144e+01 -3.430533025240626444e+01 -3.234576644747943419e+01 -3.038611552187758491e+01 -2.842636950839960264e+01 -2.646652293636049080e+01 -2.450657266760650543e+01 -2.254651773256723857e+01 -2.058635916653267373e+01 -1.862609984630158522e+01 -1.666574432730973854e+01 -1.470529868131004037e+01 -1.274477033464677334e+01 -1.078416790713498585e+01 -8.823501051533376938e+00 -6.862780293574843427e+00 -4.902016872500823297e+00 -2.941222582029645594e+00 -9.804096116753981960e-01 9.804096116753910906e-01 2.941222582029638488e+00 4.902016872500830402e+00 6.862780293574871848e+00 8.823501051533419570e+00 1.078416790713498585e+01 1.274477033464676623e+01 1.470529868131005458e+01 1.666574432730972433e+01 1.862609984630161364e+01 2.058635916653267373e+01 2.254651773256723857e+01 2.450657266760649122e+01 2.646652293636046238e+01 2.842636950839957422e+01 3.038611552187754938e+01 3.234576644747943419e+01 3.430533025240622891e+01 3.626481756416278301e+01 3.822424183386755203e+01 4.018361949875151140e+01 4.214297014345976322e+01 4.410231665971317483e+01 4.606168540382886079e+01 4.802110635153884743e+01 4.998061324948518802e+01 5.194024376270907339e+01 5.390003961739089533e+01
-5.335009007466863551e+01 -5.141055429663695264e+01 -4.947139464804839548e+01 -4.753251626923080408e+01 -4.559383343285478674e+01 -4.365526927217863573e+01 -4.171675548460566318e+01 -3.977823201429730915e+01 -3.783964671734383245e+01 -3.590095501272320888e+01 -3.396211952199157480e+01 -3.202310970035043880e+01 -3.008390146143698729e+01 -2.814447679788558077e+01 -2.620482339942294203e+01 -2.426493426998181491e+01 -2.232480734505943332e+01 -2.038444511030208872e+01 -1.844385422207343339e+01 -1.650304513055824174e+01 -1.456203170576667816e+01 -1.262083086663775333e+01 -1.067946221329216172e+01 -8.737947662355047385e+00 -6.796311085157434206e+00 -4.854577948528771003e+00 -2.912774957815429389e+00 -9.709297016945654946e-01 9.709297016945797054e-01 2.912774957815436494e+00 4.854577948528785214e+00 6.796311085157448417e+00 8.737947662355082912e+00 1.067946221329214751e+01 1.262083086663777465e+01 1.456203170576668526e+01 1.650304513055824884e+01 1.844385422207341918e+01 2.038444511030208162e+01 2.232480734505942266e+01 2.426493426998182201e+01 2.620482339942292427e+01 2.814447679788558432e+01 3.008390146143696953e+01 3.202310970035041038e+01 3.396211952199152506e+01 3.590095501272318756e+01 3.783964671734381113e+01 3.977823201429729494e+01 4.171675548460566318e+01 4.365526927217864284e+01 4.559383343285474410e+01 4.753251626923075435e+01 4.947139464804834574e+01 5.141055429663692422e+01 5.335009007466862840e+01
-5.280016184382086664e+01 -5.088099613864348925e+01 -4.896250679047947330e+01 -4.704452338303655523e+01 -4.512689164517620810e+01 -4.320947309998971519e+01 -4.129214463388705525e+01 -3.937479799726295226e+01 -3.745733924785563573e+01 -3.553968814726786007e+01 -3.362177752031764300e+01 -3.170355258598848280e+01 -2.978497026779061940e+01 -2.786599849036402787e+01 -2.594661546818415587e+01 -2.402680899128842640e+01 -2.210657571205060634e+01 -2.018592043619725729e+01 -1.826485542049704947e+01 -1.634339967886166534e+01 -1.442157829797765345e+01 -1.249942176304403318e+01 -1.057696529371109051e+01 -8.654248189906994071e+00 -6.731313186888336020e+00 -4.808205818559976308e+00 -2.884973787869860473e+00 -9.616663428966489846e-01 9.616663428966418792e-01 2.884973787869846262e+00 4.808205818559976308e+00 6.731313186888378652e+00 8.654248189907008282e+00 1.057696529371111893e+01 1.249942176304406871e+01 1.442157829797770319e+01 1.634339967886169376e+01 1.826485542049707789e+01 2.018592043619725018e+01 2.210657571205060989e+01 2.402680899128845837e+01 2.594661546818416653e+01 2.786599849036403143e+01 2.978497026779061940e+01 3.170355258598848991e+01 3.362177752031762168e+01 3.553968814726786718e+01 3.745733924785564284e+01 3.937479799726295226e+01 4.129214463388707657e+01 4.320947309998969388e+01 4.512689164517620100e+01 4.704452338303650549e+01 4.896250679047938092e+01 5.088099613864344661e+01 5.280016184382083821e+01
-5.225025563308752652e+01 -5.035157381066120053e+01 -4.845396142670330875e+01 -4.655714936124254422e+01 -4.466089343960562275e+01 -4.276497416721549172e+01 -4.086919626458139732e+01 -3.897338802943610148e+01 -3.707740055301029969e+01 -3.518110681658976802e+01 -3.328440069297015924e+01 -3.138719587539990385e+01 -2.948942475425419474e+01 -2.759103725916319405e+01 -2.569199968175028204e+01 -2.379229349161702345e+01 -2.189191415581455402e+01 -1.999086996981345266e+01 -1.808918090595749817e+01 -1.618687748357671552e+01 -1.428399966334185223e+01 -1.238059576706348963e+01 -1.047672142296075748e+01 -8.572438535430848106e+00 -6.667814277527298827e+00 -4.762920103681537398e+00 -2.857830779663693477e+00 -9.526234263610220410e-01 9.526234263610433572e-01 2.857830779663721898e+00 4.762920103681572925e+00 6.667814277527355671e+00 8.572438535430883633e+00 1.047672142296077169e+01 1.238059576706351095e+01 1.428399966334188065e+01 1.618687748357677236e+01 1.808918090595751949e+01 1.999086996981346687e+01 2.189191415581456823e+01 2.379229349161704121e+01 2.569199968175031046e+01 2.759103725916321181e+01 2.948942475425419474e+01 3.138719587539991096e+01 3.328440069297017345e+01 3.518110681658978933e+01 3.707740055301031390e+01 3.897338802943612279e+01 4.086919626458143995e+01 4.276497416721552725e+01 4.466089343960564406e+01 4.655714936124255843e+01 4.845396142670328743e+01 5.035157381066117921e+01 5.225025563308751231e+01
-5.170037219357249114e+01 -4.982229216349995227e+01 -4.794577128377315489e+01 -4.607041782427087639e+01 -4.419587534413918206e+01 -4.232182283971982883e+01 -4.044797446949607433e+01 -3.857407890775840542e+01 -3.669991838193537603e+01 -3.482530744893071528e+01 -3.295009156388687188e+01 -3.107414549113552482e+01 -2.919737160224136119e+01 -2.731969810048873626e+01 -2.544107720531590644e+01 -2.356148332438323223e+01 -2.168091123541483967e+01 -1.979937429482708922e+01 -1.791690268555369414e+01 -1.603354171242978055e+01 -1.414935015001432816e+01 -1.226439864478467712e+01 -1.037876817118671369e+01 -8.492548539019246334e+00 -6.605836948016957422e+00 -4.718736584217225527e+00 -2.831355251704152920e+00 -9.438040325745333803e-01 9.438040325745475911e-01 2.831355251704145815e+00 4.718736584217239738e+00 6.605836948016992949e+00 8.492548539019253440e+00 1.037876817118672079e+01 1.226439864478469843e+01 1.414935015001435659e+01 1.603354171242982318e+01 1.791690268555371546e+01 1.979937429482710698e+01 2.168091123541485743e+01 2.356148332438327131e+01 2.544107720531591710e+01 2.731969810048875758e+01 2.919737160224136474e+01 3.107414549113553193e+01 3.295009156388685057e+01 3.482530744893071528e+01 3.669991838193537603e+01 3.857407890775841253e+01 4.044797446949610986e+01 4.232182283971982883e+01 4.419587534413915364e+01 4.607041782427083376e+01 4.794577128377311226e+01 4.982229216349995227e+01 5.170037219357250535e+01
-5.115051232297685146e+01 -4.929315641060833286e+01 -4.743795017686849746e+01 -4.558435457860409201e+01 -4.373187739865855406e+01 -4.188007435306465709e+01 -4.002854940033842013e+01 -3.817695433743811861e+01 -3.632498778067083833e+01 -3.447239363592602501e+01 -3.261895916226603731e+01 -3.076451272753025989e+01 -2.890892134570097483e+01 -2.705208807469567489e+01 -2.519394934116095897e+01 -2.333447224665677311e+01 -2.147365189799069185e+01 -1.961150879382391565e+01 -1.774808629025700668e+01 -1.588344816000682158e+01 -1.401767625299142139e+01 -1.215086826056000291e+01 -1.028313558111777581e+01 -8.414601281352965145e+00 -6.545398144531070272e+00 -4.675666795238250018e+00 -2.805553888407573027e+00 -9.352103493411902946e-01 9.352103493412329271e-01 2.805553888407615659e+00 4.675666795238292650e+00 6.545398144531141327e+00 8.414601281353000672e+00 1.028313558111780424e+01 1.215086826056003133e+01 1.401767625299146403e+01 1.588344816000687132e+01 1.774808629025702800e+01 1.961150879382396539e+01 2.147365189799072738e+01 2.333447224665681219e+01 2.519394934116098383e+01 2.705208807469568200e+01 2.890892134570100325e+01 3.076451272753026345e+01 3.261895916226606573e+01 3.447239363592606054e+01 3.632498778067084544e+01 3.817695433743816125e+01 4.002854940033846987e+01 4.188007435306469972e+01 4.373187739865854695e+01 4.558435457860410622e+01 4.743795017686848325e+01 4.929315641060831155e+01 5.115051232297685857e+01
-5.060067686976022117e+01 -4.876417216638172647e+01 -4.693051313684154024e+01 -4.509898788743286957e+01 -4.326894359842269466e+01 -4.143978942221750117e+01 -3.961099799993786519e+01 -3.778210571439609566e+01 -3.595271183770231005e+01 -3.412247675424011106e+01 -3.229111944651360488e+01 -3.045841442548561417e+01 -2.862418827203539706e+01 -2.678831593548048318e+01 -2.495071691167515837e+01 -2.311135139931747062e+01 -2.127021651039474648e+01 -1.942734259019098886e+01 -1.758278968449654656e+01 -1.573664417674945071e+01 -1.388901560570076299e+01 -1.204003366458034918e+01 -1.018984537531071766e+01 -8.338612425715929533e+00 -6.486508653558104243e+00 -4.633717658283124763e+00 -2.780430519302285575e+00 -9.268435982493201664e-01 9.268435982493130609e-01 2.780430519302292680e+00 4.633717658283138974e+00 6.486508653558118453e+00 8.338612425715922427e+00 1.018984537531073897e+01 1.204003366458036339e+01 1.388901560570074878e+01 1.573664417674946492e+01 1.758278968449655366e+01 1.942734259019099596e+01 2.127021651039477135e+01 2.311135139931747062e+01 2.495071691167513350e+01 2.678831593548048318e+01 2.862418827203536154e+01 3.045841442548556444e+01 3.229111944651357646e+01 3.412247675424008264e+01 3.595271183770228873e+01 3.778210571439608856e+01 3.961099799993787940e+01 4.143978942221748696e+01 4.326894359842268045e+01 4.509898788743281983e+01 4.693051313684146209e+01 4.876417216638169805e+01 5.060067686976017143e+01
-5.005086673779108253e+01 -4.823534548978189207e+01 -4.642347655738207379e+01 -4.461434878516860181e+01 -4.280712241020621889e+01 -4.100103494834607432e+01 -3.919540484295582417e+01 -3.738963300909320253e+01 -3.558320250455246025e+01 -3.377567662058930864e+01 -3.196669571161946521e+01 -3.015597308073635929e+01 -2.834329021424294126e+01 -2.652849162140157091e+01 -2.471147949215276185e+01 -2.289220834097096713e+01 -2.107067976298395706e+01 -1.924693739117309121e+01 -1.742106211189880582e+01 -1.559316757032277678e+01 -1.376339597714711260e+01 -1.193191421279052378e+01 -1.009891021387940668e+01 -8.264589618945052507e+00 -6.429172644756931732e+00 -4.592891161141146483e+00 -2.755985929904078091e+00 -9.187039721800687175e-01 9.187039721800971392e-01 2.755985929904099407e+00 4.592891161141196221e+00 6.429172644756967259e+00 8.264589618945066718e+00 1.009891021387945642e+01 1.193191421279055220e+01 1.376339597714713392e+01 1.559316757032282652e+01 1.742106211189882714e+01 1.924693739117312674e+01 2.107067976298398904e+01 2.289220834097098489e+01 2.471147949215279382e+01 2.652849162140160999e+01 2.834329021424295547e+01 3.015597308073633798e+01 3.196669571161948298e+01 3.377567662058934417e+01 3.558320250455245315e+01 3.738963300909320253e+01 3.919540484295586680e+01 4.100103494834611695e+01 4.280712241020621889e+01 4.461434878516861602e+01 4.642347655738204537e+01 4.823534548978187075e+01 5.005086673779107542e+01
