-3.999999999999989342e+00 -2.000000000000000888e+00 -2.000000000000000888e+00 -1.999999999999997558e+00 -1.999999999999993783e+00 -4.672917017843163523e-15 -3.156583710941321125e-16 -1.016103875140703377e-16 2.220446049250313081e-15 2.664535259100375697e-15 6.562067091254736404e-15 1.999999999999998668e+00 1.999999999999999334e+00 2.000000000000000444e+00 2.000000000000003109e+00 4.000000000000000000e+00
-3.960088389373878748e+00 -1.980233559039461078e+00 -1.980006313121249528e+00 -1.980006313121248418e+00 -1.980006313121247974e+00 -4.470287014347334408e-15 -3.211908553182808148e-16 1.060851442971567844e-16 3.108624468950438313e-15 3.552713678800500929e-15 6.008192413451395709e-15 1.980006313121248640e+00 1.980006313121249084e+00 1.980006313121250860e+00 1.980233559039471292e+00 3.960088389373888962e+00
-3.920357234164292493e+00 -1.960943435322800354e+00 -1.960025510038071683e+00 -1.960025510038071239e+00 -1.960025510038070351e+00 -3.067964693847383107e-16 1.808698337900435152e-17 2.664535259100375697e-15 2.664535259100375697e-15 3.108624468950438313e-15 3.330669073875469621e-15 1.960025510038070573e+00 1.960025510038070795e+00 1.960025510038071017e+00 1.960943435322808792e+00 3.920357234164303595e+00
-3.880812332357016281e+00 -1.942143311145085427e+00 -1.940057988824046120e+00 -1.940057988824044788e+00 -1.940057988824041235e+00 5.551115123125782702e-17 1.665334536937733825e-16 2.220446049250313081e-16 1.776356839400250465e-15 2.664535259100375697e-15 3.108624468950438313e-15 1.940057988824044788e+00 1.940057988824045010e+00 1.940057988824046120e+00 1.942143311145094087e+00 3.880812332357025607e+00
-3.841459887472622015e+00 -1.923846650057833507e+00 -1.920104163841119149e+00 -1.920104163841119149e+00 -1.920104163841117817e+00 -2.847339222637793765e-16 3.493374172311915486e-17 1.776356839400250465e-15 2.664535259100375697e-15 2.886579864025407005e-15 3.330669073875469621e-15 1.920104163841117817e+00 1.920104163841118039e+00 1.920104163841118261e+00 1.923846650057842389e+00 3.841459887472629120e+00
-3.802306546948739374e+00 -1.906066610334140599e+00 -1.900164466565985144e+00 -1.900164466565984256e+00 -1.900164466565983368e+00 6.661338147750938996e-17 2.664535259100374119e-16 2.220446049250313081e-15 2.664535259100375697e-15 2.886579864025407005e-15 3.330669073875469621e-15 1.900164466565986254e+00 1.900164466565986254e+00 1.900164466565986254e+00 1.906066610334147038e+00 3.802306546948746924e+00
-3.763359444605472781e+00 -1.888815949397582017e+00 -1.880239346466294759e+00 -1.880239346466294315e+00 -1.880239346466290318e+00 -8.881784197001252323e-16 0.000000000000000000e+00 1.110223024625156540e-16 1.332267629550187849e-15 2.442490654175344389e-15 3.108624468950438313e-15 1.880239346466294537e+00 1.880239346466294759e+00 1.880239346466295425e+00 1.888815949397589566e+00 3.763359444605483439e+00
-3.724626247657308653e+00 -1.872106918758154492e+00 -1.860329271930103889e+00 -1.860329271930100781e+00 -1.860329271930100781e+00 5.987719683371633079e-17 1.621674080913150513e-16 6.661338147750939243e-16 8.881784197001252323e-16 8.881784197001252323e-16 1.998401444325281773e-15 1.860329271930105000e+00 1.860329271930106554e+00 1.860329271930106998e+00 1.872106918758160932e+00 3.724626247657317979e+00
-3.686115208786491237e+00 -1.855951149021122681e+00 -1.840434731252373446e+00 -1.840434731252369449e+00 -1.840434731252369005e+00 -4.440892098500626162e-16 -1.505206216078336816e-16 -8.540177112501208329e-17 2.220446049250313081e-16 1.998401444325281773e-15 2.220446049250313081e-15 1.840434731252374556e+00 1.840434731252374556e+00 1.840434731252374778e+00 1.855951149021131119e+00 3.686115208786501451e+00
-3.647835223848987063e+00 -1.840359524562124705e+00 -1.820556233682444347e+00 -1.820556233682443903e+00 -1.820556233682441682e+00 -4.785505594652468253e-16 6.705773999555295610e-18 8.881784197001252323e-16 2.220446049250313081e-15 2.886579864025407005e-15 3.330669073875469621e-15 1.820556233682441905e+00 1.820556233682442571e+00 1.820556233682442793e+00 1.840359524562130922e+00 3.647835223848996389e+00
