-2.999999999999989342e+00 -9.999999999999991118e-01 -9.999999999999991118e-01 -9.999999999999982236e-01 1.000000000000000222e+00 1.000000000000000444e+00 1.000000000000003553e+00 3.000000000000000000e+00
-2.970099141814165566e+00 -9.901577260025775651e-01 -9.900006235189446890e-01 -9.900006235189442449e-01 9.900006235189454662e-01 9.900006235189456882e-01 9.901577260025813398e-01 2.970099141814175780e+00
-2.940400642128399245e+00 -9.806370388897445167e-01 -9.800025195230885888e-01 -9.800025195230883668e-01 9.800025195230898101e-01 9.800025195230905872e-01 9.806370388897496237e-01 2.940400642128408126e+00
-2.910910848296904163e+00 -9.714469333825981323e-01 -9.700057273599518304e-01 -9.700057273599509422e-01 9.700057273599530516e-01 9.700057273599532737e-01 9.714469333826021291e-01 2.910910848296913489e+00
-2.881636438992075000e+00 -9.625960661458372591e-01 -9.600102880107166392e-01 -9.600102880107161951e-01 9.600102880107171943e-01 9.600102880107171943e-01 9.625960661458423662e-01 2.881636438992083882e+00
-2.852584448071528112e+00 -9.540926741244413201e-01 -9.500162441756088150e-01 -9.500162441756085929e-01 9.500162441756091480e-01 9.500162441756093701e-01 9.540926741244457610e-01 2.852584448071537881e+00
-2.823762290303599709e+00 -9.459444869038322601e-01 -9.400236403646680117e-01 -9.400236403646680117e-01 9.400236403646687888e-01 9.400236403646687888e-01 9.459444869038373671e-01 2.823762290303609035e+00
-2.795177789071358276e+00 -9.381586333394045241e-01 -9.300325229943078309e-01 -9.300325229943071648e-01 9.300325229943090521e-01 9.300325229943091632e-01 9.381586333394094090e-01 2.795177789071367158e+00
-2.766839206174826593e+00 -9.307415428138390290e-01 -9.200429404901042663e-01 -9.200429404901027119e-01 9.200429404901050434e-01 9.200429404901052655e-01 9.307415428138432478e-01 2.766839206174835031e+00
-2.738755273847905070e+00 -9.236988415984095369e-01 -9.100549433962759061e-01 -9.100549433962747958e-01 9.100549433962762391e-01 9.100549433962767942e-01 9.236988415984128675e-01 2.738755273847912175e+00
-2.710935229099859178e+00 -9.170352449144836271e-01 -9.000685844923823620e-01 -9.000685844923821399e-01 9.000685844923836942e-01 9.000685844923836942e-01 9.170352449144885121e-01 2.710935229099867616e+00
-2.683388850480100452e+00 -9.107544454105553910e-01 -8.900839189177878197e-01 -8.900839189177875976e-01 8.900839189177887079e-01 8.900839189177892630e-01 9.107544454105593879e-01 2.683388850480108445e+00
-2.656126497348080040e+00 -9.048589988849906618e-01 -8.801010043044925624e-01 -8.801010043044925624e-01 8.801010043044930065e-01 8.801010043044931175e-01 9.048589988849953247e-01 2.656126497348088478e+00
-2.629159151706137454e+00 -8.993502081920756730e-01 -8.701199009190094813e-01 -8.701199009190094813e-01 8.701199009190104805e-01 8.701199009190105915e-01 8.993502081920803359e-01 2.629159151706145003e+00
-2.602498462620082442e+00 -8.942280063656631306e-01 -8.601406718140010010e-01 -8.601406718140007790e-01 8.601406718140015562e-01 8.601406718140016672e-01 8.942280063656675715e-01 2.602498462620089548e+00
-2.576156793208421281e+00 -8.894908400786629699e-01 -8.501633829904553519e-01 -8.501633829904553519e-01 8.501633829904565731e-01 8.501633829904567952e-01 8.894908400786671887e-01 2.576156793208427498e+00
-2.550147270123689580e+00 -8.851355546261632234e-01 -8.401881035712865931e-01 -8.401881035712861490e-01 8.401881035712871482e-01 8.401881035712871482e-01 8.851355546261672202e-01 2.550147270123698018e+00
-2.524483835375905372e+00 -8.811572816751711557e-01 -8.302149059872725445e-01 -8.302149059872723225e-01 8.302149059872732106e-01 8.302149059872732106e-01 8.811572816751744863e-01 2.524483835375912921e+00
-2.499181300255228333e+00 -8.775493310660933410e-01 -8.202438661763946648e-01 -8.202438661763944427e-01 8.202438661763951089e-01 8.202438661763952199e-01 8.775493310660968937e-01 2.499181300255235438e+00
-2.474255400995391874e+00 -8.743030879834723379e-01 -8.102750637976863235e-01 -8.102750637976863235e-01 8.102750637976869896e-01 8.102750637976872117e-01 8.743030879834761127e-01 2.474255400995400311e+00
-2.449722855677205935e+00 -8.714079168410000520e-01 -8.003085824608486831e-01 -8.003085824608475729e-01 8.003085824608491272e-01 8.003085824608492382e-01 8.714079168410033827e-01 2.449722855677213040e+00
-2.425601421698862392e+00 -8.688510732552892080e-01 -7.903445099729886625e-01 -7.903445099729886625e-01 7.903445099729893286e-01 7.903445099729894396e-01 8.688510732552927607e-01 2.425601421698869054e+00
-2.401909952932899550e+00 -8.666176255223740910e-01 -7.803829386039886629e-01 -7.803829386039873306e-01 7.803829386039885518e-01 7.803829386039889959e-01 8.666176255223783098e-01 2.401909952932906211e+00
-2.378668455444999719e+00 -8.646903870696260874e-01 -7.704239653721527414e-01 -7.704239653721522973e-01 7.704239653721534076e-01 7.704239653721535186e-01 8.646903870696300842e-01 2.378668455445005492e+00
-2.355898140364809379e+00 -8.630498614429606974e-01 -7.604676923519566589e-01 -7.604676923519564369e-01 7.604676923519572140e-01 7.604676923519574361e-01 8.630498614429651383e-01 2.355898140364814264e+00
-2.333621472172452638e+00 -8.616742015134892796e-01 -7.505142270059057541e-01 -7.505142270059046439e-01 7.505142270059054210e-01 7.505142270059054210e-01 8.616742015134930543e-01 2.333621472172459743e+00
-2.311862210297496389e+00 -8.605391847554511031e-01 -7.405636825427190928e-01 -7.405636825427186487e-01 7.405636825427199810e-01 7.405636825427202030e-01 8.605391847554546558e-01 2.311862210297503051e+00
-2.290645441524338022e+00 -8.596182066613864414e-01 -7.306161783043125801e-01 -7.306161783043123581e-01 7.306161783043131352e-01 7.306161783043133573e-01 8.596182066613906603e-01 2.290645441524343795e+00
-2.269997600268653049e+00 -8.588822946184713203e-01 -7.206718401842597821e-01 -7.206718401842597821e-01 7.206718401842604482e-01 7.206718401842608923e-01 8.588822946184750950e-01 2.269997600268659710e+00
-2.249946473348695797e+00 -8.583001448623162055e-01 -7.107308010807869003e-01 -7.107308010807864562e-01 7.107308010807878995e-01 7.107308010807881216e-01 8.583001448623195362e-01 2.249946473348702014e+00
-2.230521185446305843e+00 -8.578381854325982658e-01 -7.007932013876203570e-01 -7.007932013876201349e-01 7.007932013876212451e-01 7.007932013876213562e-01 8.578381854326020406e-01 2.230521185446310284e+00
-2.211752161067557676e+00 -8.574606683493080084e-01 -6.908591895264077909e-01 -6.908591895264077909e-01 6.908591895264087901e-01 6.908591895264089011e-01 8.574606683493117831e-01 2.211752161067563893e+00
-2.193671058515061389e+00 -8.571297944677009895e-01 -6.809289225248569277e-01 -6.809289225248564836e-01 6.809289225248582600e-01 6.809289225248587041e-01 8.571297944677054303e-01 2.193671058515067163e+00
-2.176310671226539650e+00 -8.568058746004880710e-01 -6.710025666451981952e-01 -6.710025666451977511e-01 6.710025666451987503e-01 6.710025666451989723e-01 8.568058746004918458e-01 2.176310671226544091e+00
-2.159704791881706498e+00 -8.564475304518062160e-01 -6.610802980681138585e-01 -6.610802980681136365e-01 6.610802980681141916e-01 6.610802980681143026e-01 8.564475304518097687e-01 2.159704791881710939e+00
-2.143888035002563530e+00 -8.560119386152482690e-01 -6.511623036378966223e-01 -6.511623036378964002e-01 6.511623036378967333e-01 6.511623036378967333e-01 8.560119386152511556e-01 2.143888035002568415e+00
-2.128895614445066364e+00 -8.554551202702214141e-01 -6.412487816752554526e-01 -6.412487816752547864e-01 6.412487816752556746e-01 6.412487816752557857e-01 8.554551202702262991e-01 2.128895614445070805e+00
-2.114763073270391480e+00 -8.547322781951898207e-01 -6.313399428650061651e-01 -6.313399428650061651e-01 6.313399428650068312e-01 6.313399428650071643e-01 8.547322781951924853e-01 2.114763073270395033e+00
-2.101525965042468247e+00 -8.537981812475843313e-01 -6.214360112267243164e-01 -6.214360112267238723e-01 6.214360112267253156e-01 6.214360112267254266e-01 8.537981812475878840e-01 2.101525965042472244e+00
-2.089219487644697892e+00 -8.526075945142541634e-01 -6.115372251774846557e-01 -6.115372251774835455e-01 6.115372251774847667e-01 6.115372251774848777e-01 8.526075945142577162e-01 2.089219487644701889e+00
