-4.999999999999990230e+00 -2.999999999999999112e+00 -1.000000000000002665e+00 9.999999999999982236e-01 3.000000000000000888e+00 5.000000000000000000e+00
-4.950051889015938400e+00 -2.970262945663468379e+00 -9.902219177882676249e-01 9.902219177882614076e-01 2.970262945663466603e+00 4.950051889015943729e+00
-4.900209745028978325e+00 -2.941062446323276625e+00 -9.808958195190049523e-01 9.808958195190036200e-01 2.941062446323281065e+00 4.900209745028988095e+00
-4.850477069075277647e+00 -2.912414878738349699e+00 -9.720328326133484964e-01 9.720328326133440555e-01 2.912414878738350144e+00 4.850477069075284753e+00
-4.800857677845895566e+00 -2.884337132958500582e+00 -9.636424281364908140e-01 9.636424281364863731e-01 2.884337132958502359e+00 4.800857677845902671e+00
-4.751355739062593564e+00 -2.856846614396589601e+00 -9.557321710017125937e-01 9.557321710017077088e-01 2.856846614396590489e+00 4.751355739062599781e+00
-4.701975811534817140e+00 -2.829961239702292630e+00 -9.483074682422731883e-01 9.483074682422718560e-01 2.829961239702294851e+00 4.701975811534825134e+00
-4.652722890616612261e+00 -2.803699424719967581e+00 -9.413713200204512077e-01 9.413713200204463227e-01 2.803699424719968913e+00 4.652722890616619367e+00
-4.603602459906467992e+00 -2.778080062492201741e+00 -9.349240785894696870e-01 9.349240785894674666e-01 2.778080062492200852e+00 4.603602459906476874e+00
-4.554620550181294192e+00 -2.753122488908438470e+00 -9.289632208719380557e-01 9.289632208719349471e-01 2.753122488908440690e+00 4.554620550181303074e+00
-4.505783806732037711e+00 -2.728846433192724241e+00 -9.234831406379901964e-01 9.234831406379893082e-01 2.728846433192725129e+00 4.505783806732047481e+00
-4.457099566479238995e+00 -2.705271949975784906e+00 -9.184749664333313746e-01 9.184749664333300423e-01 2.705271949975788459e+00 4.457099566479246988e+00
-4.408575946498441311e+00 -2.682419329205776748e+00 -9.139264114022189744e-01 9.139264114022163099e-01 2.682419329205778524e+00 4.408575946498448417e+00
-4.360221945886578077e+00 -2.660308979621252234e+00 -9.098216609619118600e-01 9.098216609619096396e-01 2.660308979621254455e+00 4.360221945886587847e+00
-4.312047563260778205e+00 -2.638961280944890575e+00 -9.061413039092975907e-01 9.061413039092962585e-01 2.638961280944891019e+00 4.312047563260783534e+00
-4.264063932612216057e+00 -2.618396399363399851e+00 -9.028623119813738995e-01 9.028623119813743436e-01 2.618396399363399851e+00 4.264063932612224939e+00
-4.216283480753665991e+00 -2.598634060247651867e+00 -8.999580721592002064e-01 8.999580721591993182e-01 2.598634060247650535e+00 4.216283480753671320e+00
-4.168720110214861663e+00 -2.579693271447675684e+00 -8.973984751144357119e-01 8.973984751144361560e-01 2.579693271447677461e+00 4.168720110214867880e+00
-4.121389412173644295e+00 -2.561591989882132658e+00 -8.951500621653387668e-01 8.951500621653378786e-01 2.561591989882131770e+00 4.121389412173653177e+00
-4.074308914880230503e+00 -2.544346723543141842e+00 -8.931762319512905890e-01 8.931762319512897008e-01 2.544346723543140065e+00 4.074308914880237609e+00
-4.027498374056963648e+00 -2.527972060466367132e+00 -8.914375067663948826e-01 8.914375067663966590e-01 2.527972060466367576e+00 4.027498374056969865e+00
