-4.000000000000006395e+01 -3.799999999999995026e+01 -3.599999999999996447e+01 -3.399999999999999289e+01 -3.200000000000003553e+01 -2.999999999999997868e+01 -2.799999999999997868e+01 -2.599999999999999289e+01 -2.400000000000002132e+01 -2.199999999999995737e+01 -1.999999999999997868e+01 -1.799999999999998579e+01 -1.599999999999997158e+01 -1.400000000000000000e+01 -1.199999999999998579e+01 -9.999999999999985789e+00 -7.999999999999971578e+00 -6.000000000000007105e+00 -3.999999999999992895e+00 -2.000000000000000000e+00 0.000000000000000000e+00 2.000000000000007105e+00 4.000000000000000000e+00 6.000000000000007105e+00 8.000000000000000000e+00 1.000000000000000355e+01 1.199999999999999645e+01 1.400000000000000711e+01 1.600000000000000355e+01 1.800000000000000355e+01 2.000000000000000355e+01 2.199999999999999289e+01 2.399999999999998579e+01 2.599999999999999289e+01 2.799999999999999289e+01 2.999999999999998579e+01 3.199999999999999289e+01 3.400000000000000000e+01 3.600000000000000000e+01 3.800000000000000000e+01 4.000000000000000000e+01
-3.960000030701168328e+01 -3.762000360563527579e+01 -3.564001749446167366e+01 -3.366005204125320915e+01 -3.168011573895942945e+01 -2.970021291561775456e+01 -2.772034265594493263e+01 -2.574049883711703046e+01 -2.376067093774081229e+01 -2.178084533095277209e+01 -1.980100682063071815e+01 -1.782114022451075641e+01 -1.584123184993959654e+01 -1.386127074710391582e+01 -1.188124966066816768e+01 -9.901165633496816554e+00 -7.921020245202463173e+00 -5.940819493406671370e+00 -3.960573346713033516e+00 -1.980295015510769474e+00 -7.105427357601001859e-15 1.980295015510805001e+00 3.960573346713076148e+00 5.940819493406699792e+00 7.921020245202505805e+00 9.901165633496837870e+00 1.188124966066815347e+01 1.386127074710391582e+01 1.584123184993961786e+01 1.782114022451075641e+01 1.980100682063072881e+01 2.178084533095277564e+01 2.376067093774079098e+01 2.574049883711700915e+01 2.772034265594491842e+01 2.970021291561773680e+01 3.168011573895940103e+01 3.366005204125321626e+01 3.564001749446169498e+01 3.762000360563531842e+01 3.960000030701163354e+01
-3.920000124060663182e+01 -3.724001457050962216e+01 -3.528007070000635537e+01 -3.332021033167800539e+01 -3.136046782309585268e+01 -2.940086070409235930e+01 -2.744138528528733190e+01 -2.548201677135343601e+01 -2.352271252250250910e+01 -2.156341730605760887e+01 -1.960406955797884621e+01 -1.764460784264593229e+01 -1.568497686431312843e+01 -1.372513254628629653e+01 -1.176504585064027708e+01 -9.804705156638114261e+00 -7.844117144334425973e+00 -5.883306237121942672e+00 -3.922312741577641759e+00 -1.961189885683658929e+00 -7.105427357601001859e-15 1.961189885683658929e+00 3.922312741577655970e+00 5.883306237121949778e+00 7.844117144334447289e+00 9.804705156638149788e+00 1.176504585064029484e+01 1.372513254628631429e+01 1.568497686431315685e+01 1.764460784264595716e+01 1.960406955797886397e+01 2.156341730605761597e+01 2.352271252250248779e+01 2.548201677135342180e+01 2.744138528528733545e+01 2.940086070409237351e+01 3.136046782309583847e+01 3.332021033167804092e+01 3.528007070000641932e+01 3.724001457050967190e+01 3.920000124060658919e+01
-3.880000282025492453e+01 -3.686003312474510807e+01 -3.492016074660370606e+01 -3.298047829130782560e+01 -3.104106401341939403e+01 -2.910195792236748247e+01 -2.716315166707922657e+01 -2.522458867023392060e+01 -2.328617151312643330e+01 -2.134777397816197464e+01 -1.940925549615162282e+01 -1.747047607760613630e+01 -1.553131016541865961e+01 -1.359165823560358177e+01 -1.165145537425759414e+01 -9.710676441671068915e+00 -7.769337768054043636e+00 -5.827495588903715884e+00 -3.885241614697832802e+00 -1.942696245381448250e+00 7.105427357601001859e-15 1.942696245381448250e+00 3.885241614697847012e+00 5.827495588903722989e+00 7.769337768054072058e+00 9.710676441671093784e+00 1.165145537425758704e+01 1.359165823560359598e+01 1.553131016541867737e+01 1.747047607760614341e+01 1.940925549615162282e+01 2.134777397816198885e+01 2.328617151312641909e+01 2.522458867023390638e+01 2.716315166707923012e+01 2.910195792236746115e+01 3.104106401341934074e+01 3.298047829130782560e+01 3.492016074660374159e+01 3.686003312474515781e+01 3.880000282025485348e+01
-3.840000506630667587e+01 -3.648005950995869284e+01 -3.456028883065471291e+01 -3.264085958454768388e+01 -3.072191273833713865e+01 -2.880352057957230727e+01 -2.688566819975605426e+01 -2.496825341205407511e+01 -2.305109994047067801e+01 -2.113397932960486258e+01 -1.921663746198228750e+01 -1.729882202809346126e+01 -1.538030789268990617e+01 -1.346091805794817020e+01 -1.154053877233149450e+01 -9.619128162971726681e+00 -7.696718474012278932e+00 -5.773412507853592501e+00 -3.849375175858796183e+00 -1.924821197978268117e+00 -7.105427357601001859e-15 1.924821197978268117e+00 3.849375175858803289e+00 5.773412507853599607e+00 7.696718474012293143e+00 9.619128162971751550e+00 1.154053877233148029e+01 1.346091805794818796e+01 1.538030789268992393e+01 1.729882202809346836e+01 1.921663746198229816e+01 2.113397932960486258e+01 2.305109994047066024e+01 2.496825341205407867e+01 2.688566819975607558e+01 2.880352057957232148e+01 3.072191273833713154e+01 3.264085958454771230e+01 3.456028883065474844e+01 3.648005950995874969e+01 3.840000506630663324e+01
-3.800000800004604429e+01 -3.610009398007206727e+01 -3.420045622061757484e+01 -3.230135814461389288e+01 -3.040302316924618964e+01 -2.850556631577102706e+01 -2.660896423862356386e+01 -2.471305440664449549e+01 -2.281755576655631046e+01 -2.092210393854493589e+01 -1.902629430494287277e+01 -1.712972676775550696e+01 -1.523204680048386450e+01 -1.333297875798692900e+01 -1.143234904282976316e+01 -9.530098346425454281e+00 -7.626283505579195321e+00 -5.721070383553666261e+00 -3.814719589972320080e+00 -1.907566893524538898e+00 -7.105427357601001859e-15 1.907566893524531793e+00 3.814719589972305869e+00 5.721070383553666261e+00 7.626283505579198874e+00 9.530098346425450728e+00 1.143234904282974540e+01 1.333297875798692189e+01 1.523204680048389292e+01 1.712972676775550696e+01 1.902629430494288343e+01 2.092210393854494299e+01 2.281755576655629980e+01 2.471305440664447417e+01 2.660896423862356386e+01 2.850556631577101996e+01 3.040302316924615766e+01 3.230135814461392840e+01 3.420045622061761748e+01 3.610009398007211701e+01 3.800000800004599455e+01
-3.760001164374871507e+01 -3.572013680219646403e+01 -3.384066426326333499e+01 -3.196197820120555377e+01 -3.008440530752436359e+01 -2.820811461022181277e+01 -2.633307249145721585e+01 -2.445904020386230115e+01 -2.258560364166556411e+01 -2.071222571263206191e+01 -1.883831136748277402e+01 -1.696327533360926765e+01 -1.508660366195815783e+01 -1.320790246308141747e+01 -1.132693020112889570e+01 -9.443612872344672837e+00 -7.558043669778328422e+00 -5.670470029983704308e+00 -3.781271329004766812e+00 -1.890930218896720305e+00 -7.105427357601001859e-15 1.890930218896713200e+00 3.781271329004773918e+00 5.670470029983707860e+00 7.558043669778339080e+00 9.443612872344687048e+00 1.132693020112888149e+01 1.320790246308144233e+01 1.508660366195817915e+01 1.696327533360926765e+01 1.883831136748278823e+01 2.071222571263206191e+01 2.258560364166554280e+01 2.445904020386230115e+01 2.633307249145721585e+01 2.820811461022181987e+01 3.008440530752434228e+01 3.196197820120556798e+01 3.384066426326336341e+01 3.572013680219651377e+01 3.760001164374866534e+01
-3.720001602074458447e+01 -3.534018825760148275e+01 -3.348091439065044028e+01 -3.162272431194432443e+01 -2.976607008506179852e+01 -2.791118702516467920e+01 -2.605802948440930322e+01 -2.420626520733056708e+01 -2.235531577504877276e+01 -2.050443069157596199e+01 -1.865278092365929297e+01 -1.679955655995250652e+01 -1.494405443068911410e+01 -1.308574531735263946e+01 -1.122431568163825943e+01 -9.359683966215854412e+00 -7.491995147766608909e+00 -5.621598898728258575e+00 -3.749016742130393709e+00 -1.874902621865174979e+00 7.105427357601001859e-15 1.874902621865196295e+00 3.749016742130429236e+00 5.621598898728276339e+00 7.491995147766640883e+00 9.359683966215893491e+00 1.122431568163826299e+01 1.308574531735266788e+01 1.494405443068916028e+01 1.679955655995254560e+01 1.865278092365933205e+01 2.050443069157598330e+01 2.235531577504876566e+01 2.420626520733055997e+01 2.605802948440931388e+01 2.791118702516468275e+01 2.976607008506178076e+01 3.162272431194436351e+01 3.348091439065046870e+01 3.534018825760152538e+01 3.720001602074452052e+01
-3.680002115548517594e+01 -3.496024864277774924e+01 -3.312120812792249325e+01 -3.128360139822640207e+01 -2.944802948096300810e+01 -2.761480749264095635e+01 -2.578387611346825992e+01 -2.395479051489863309e+01 -2.212677293689070268e+01 -2.029881391645856326e+01 -1.846980255370574042e+01 -1.663866270226466071e+01 -1.480447310567668495e+01 -1.296655584267217876e+01 -1.112452659523203380e+01 -9.278308724301787436e+00 -7.428118496800415471e+00 -5.574430562671636835e+00 -3.717931877702440602e+00 -1.859470084591379191e+00 0.000000000000000000e+00 1.859470084591379191e+00 3.717931877702447707e+00 5.574430562671636835e+00 7.428118496800429682e+00 9.278308724301798094e+00 1.112452659523200893e+01 1.296655584267218586e+01 1.480447310567669916e+01 1.663866270226467847e+01 1.846980255370574753e+01 2.029881391645857036e+01 2.212677293689067426e+01 2.395479051489860467e+01 2.578387611346823860e+01 2.761480749264094214e+01 2.944802948096296902e+01 3.128360139822641273e+01 3.312120812792251456e+01 3.496024864277779187e+01 3.680002115548509778e+01
-3.640002707361672663e+01 -3.458031827060501939e+01 -3.276154710205118192e+01 -3.094461478626357120e+01 -2.913029665767346899e+01 -2.731900265376850001e+01 -2.551065830065113005e+01 -2.370468491220330520e+01 -2.190006561099605165e+01 -2.009548035756812112e+01 -1.828948340830304886e+01 -1.648068878151984507e+01 -1.466793024115159483e+01 -1.285037300967862706e+01 -1.102756987372831787e+01 -9.199467734692788667e+00 -7.366377905624922562e+00 -5.528924514014079250e+00 -3.687982579065582911e+00 -1.844613253855158064e+00 -7.105427357601001859e-15 1.844613253855143853e+00 3.687982579065597122e+00 5.528924514014086355e+00 7.366377905624911904e+00 9.199467734692799326e+00 1.102756987372831432e+01 1.285037300967864482e+01 1.466793024115162325e+01 1.648068878151984507e+01 1.828948340830307373e+01 2.009548035756812467e+01 2.190006561099604099e+01 2.370468491220329099e+01 2.551065830065111584e+01 2.731900265376847869e+01 2.913029665767343346e+01 3.094461478626357831e+01 3.276154710205118903e+01 3.458031827060502650e+01 3.640002707361666978e+01
