-4.999999999999990230e+00 -2.999999999999999112e+00 -1.000000000000002665e+00 9.999999999999982236e-01 3.000000000000000888e+00 5.000000000000000000e+00
-4.950077986559369592e+00 -2.970260107194075516e+00 -9.901513129778258815e-01 9.901513129778183320e-01 2.970260107194074184e+00 4.950077986559378473e+00
-4.900315213586497798e+00 -2.941050870746221513e+00 -9.806109234428790344e-01 9.806109234428741495e-01 2.941050870746223733e+00 4.900315213586508456e+00
-4.850716871164160615e+00 -2.912388152684779463e+00 -9.713867838840606339e-01 9.713867838840561930e-01 2.912388152684781240e+00 4.850716871164170385e+00
-4.801288566547258441e+00 -2.884288058193742010e+00 -9.624859989129515014e-01 9.624859989129497251e-01 2.884288058193744675e+00 4.801288566547266434e+00
-4.752036367842440434e+00 -2.856766901742270548e+00 -9.539146858145164387e-01 9.539146858145124419e-01 2.856766901742272768e+00 4.752036367842448428e+00
-4.702966853025904115e+00 -2.829841164861672809e+00 -9.456778315017491110e-01 9.456778315017473346e-01 2.829841164861675917e+00 4.702966853025912997e+00
-4.654087165042007257e+00 -2.803527444092271281e+00 -9.377791479941484099e-01 9.377791479941457453e-01 2.803527444092271281e+00 4.654087165042016139e+00
-4.605405073838420016e+00 -2.777842387411578962e+00 -9.302209288996010628e-01 9.302209288995975101e-01 2.777842387411578517e+00 4.605405073838425345e+00
-4.556929046324446730e+00 -2.752802617225333037e+00 -9.230039097218627475e-01 9.230039097218587507e-01 2.752802617225333481e+00 4.556929046324455612e+00
-4.508668325390627452e+00 -2.728424637754709003e+00 -9.161271351249746786e-01 9.161271351249706818e-01 2.728424637754708559e+00 4.508668325390636333e+00
-4.460633019302418845e+00 -2.704724724388576362e+00 -9.095878365446887770e-01 9.095878365446856684e-01 2.704724724388578139e+00 4.460633019302426838e+00
-4.412834202982304888e+00 -2.681718792291579057e+00 -9.033813237275190033e-01 9.033813237275136743e-01 2.681718792291578168e+00 4.412834202982310217e+00
-4.365284032925464963e+00 -2.659422241270769760e+00 -8.975008938827073735e-01 8.975008938827055971e-01 2.659422241270769760e+00 4.365284032925473845e+00
-4.317995877758022516e+00 -2.637849773611391058e+00 -8.919377621353330454e-01 8.919377621353312691e-01 2.637849773611391058e+00 4.317995877758031398e+00
-4.270984466745598063e+00 -2.617015181302198457e+00 -8.866810168553032057e-01 8.866810168553009852e-01 2.617015181302199345e+00 4.270984466745607833e+00
-4.224266058895929987e+00 -2.596931098791992909e+00 -8.817176031966145189e-01 8.817176031966118543e-01 2.596931098791992021e+00 4.224266058895938869e+00
-4.177858635671231724e+00 -2.577608717161945506e+00 -8.770323378063080710e-01 8.770323378063058506e-01 2.577608717161947283e+00 4.177858635671237941e+00
-4.131782120731299024e+00 -2.559057455377316437e+00 -8.726079571507900923e-01 8.726079571507887600e-01 2.559057455377314660e+00 4.131782120731307906e+00
