-1.999999999999999645e+01 -1.799999999999995381e+01 -1.599999999999998934e+01 -1.399999999999997513e+01 -1.199999999999999645e+01 -9.999999999999996447e+00 -7.999999999999971578e+00 -5.999999999999989342e+00 -3.999999999999996447e+00 -2.000000000000000000e+00 3.552713678800500929e-15 2.000000000000003553e+00 4.000000000000007105e+00 6.000000000000007105e+00 8.000000000000001776e+00 9.999999999999998224e+00 1.200000000000000178e+01 1.400000000000000533e+01 1.600000000000000355e+01 1.800000000000000000e+01 2.000000000000000000e+01
-1.980000211999725934e+01 -1.782002261901774176e+01 -1.584009583252249342e+01 -1.386023979487798385e+01 -1.188043294637658676e+01 -9.900620944845250904e+00 -7.920739205278390926e+00 -5.940737146819554226e+00 -3.960595516043145636e+00 -1.980332745849562315e+00 3.552713678800500929e-15 1.980332745849572973e+00 3.960595516043165176e+00 5.940737146819582648e+00 7.920739205278431783e+00 9.900620944845256233e+00 1.188043294637659741e+01 1.386023979487801405e+01 1.584009583252251829e+01 1.782002261901778084e+01 1.980000211999727355e+01
-1.960000856749237741e+01 -1.764009142149488341e+01 -1.568038740440559664e+01 -1.372096949860154425e+01 -1.176175034508979778e+01 -9.802509705478346547e+00 -7.842986217694150497e+00 -5.882976089469824643e+00 -3.922402875516386445e+00 -1.961342047741243988e+00 0.000000000000000000e+00 1.961342047741258199e+00 3.922402875516397103e+00 5.882976089469849512e+00 7.842986217694180695e+00 9.802509705478357205e+00 1.176175034508981199e+01 1.372096949860157267e+01 1.568038740440560375e+01 1.764009142149492604e+01 1.960000856749239162e+01
-1.940001947938868554e+01 -1.746020790572798020e+01 -1.552088128267300604e+01 -1.358220593896902173e+01 -1.164398234668959020e+01 -9.705707308577387948e+00 -7.766785208583467437e+00 -5.826755146019852560e+00 -3.885448617164183105e+00 -1.943040973227923018e+00 0.000000000000000000e+00 1.943040973227930124e+00 3.885448617164200869e+00 5.826755146019875653e+00 7.766785208583499411e+00 9.705707308577396830e+00 1.164398234668959020e+01 1.358220593896903772e+01 1.552088128267300604e+01 1.746020790572801573e+01 1.940001947938868909e+01
-1.920003500061901747e+01 -1.728037368568491416e+01 -1.536158469988140496e+01 -1.344396792513501993e+01 -1.152716247765768287e+01 -9.610257814815884814e+00 -7.692180245012060880e+00 -5.772108104493767655e+00 -3.849752315318809792e+00 -1.925437416025612691e+00 3.552713678800500929e-15 1.925437416025612691e+00 3.849752315318824003e+00 5.772108104493781866e+00 7.692180245012091078e+00 9.610257814815893695e+00 1.152716247765768287e+01 1.344396792513504124e+01 1.536158469988142450e+01 1.728037368568495680e+01 1.920003500061904234e+01
-1.900005528482629913e+01 -1.710059050324534624e+01 -1.520250563646557751e+01 -1.330627650706721354e+01 -1.141132804756352215e+01 -9.516208535610456209e+00 -7.619214945864058564e+00 -5.719063382080506130e+00 -3.815325700364752493e+00 -1.908533582447059729e+00 3.552713678800500929e-15 1.908533582447066834e+00 3.815325700364759598e+00 5.719063382080522118e+00 7.619214945864086985e+00 9.516208535610466868e+00 1.141132804756352570e+01 1.330627650706723486e+01 1.520250563646558817e+01 1.710059050324539243e+01 1.900005528482630268e+01
-1.880008049512096591e+01 -1.692086024216455797e+01 -1.504365291664834814e+01 -1.316915527897913307e+01 -1.129652060821341308e+01 -9.423610222514234636e+00 -7.547932013506002846e+00 -5.667643100253815902e+00 -3.782171840771219706e+00 -1.892325589771946426e+00 7.105427357601001859e-15 1.892325589771949979e+00 3.782171840771230364e+00 5.667643100253828337e+00 7.547932013506034821e+00 9.423610222514236412e+00 1.129652060821341664e+01 1.316915527897915617e+01 1.504365291664835880e+01 1.692086024216460771e+01 1.880008049512098012e+01
-1.860011080492741797e+01 -1.674118494406445734e+01 -1.488503632065707194e+01 -1.303263073558199991e+01 -1.118278647068693843e+01 -9.332517211405878754e+00 -7.478372614022212872e+00 -5.617862080984330930e+00 -3.750284421430048809e+00 -1.876803203888840699e+00 0.000000000000000000e+00 1.876803203888840699e+00 3.750284421430055914e+00 5.617862080984343365e+00 7.478372614022239517e+00 9.332517211405869872e+00 1.118278647068693132e+01 1.303263073558201768e+01 1.488503632065707727e+01 1.674118494406449287e+01 1.860011080492741797e+01
-1.840014639893157167e+01 -1.656156682682007286e+01 -1.472666671665117022e+01 -1.289673269202560490e+01 -1.107017728595080897e+01 -9.242987497242381778e+00 -7.410575576922823871e+00 -5.569726776639438270e+00 -3.719647155871353306e+00 -1.861949738884007388e+00 7.105427357601001859e-15 1.861949738884010941e+00 3.719647155871363964e+00 5.569726776639452481e+00 7.410575576922857621e+00 9.242987497242383554e+00 1.107017728595081252e+01 1.289673269202562622e+01 1.472666671665118265e+01 1.656156682682011905e+01 1.840014639893158588e+01
-1.820018747414605542e+01 -1.638200830579194900e+01 -1.456855621661787836e+01 -1.276149478093561740e+01 -1.095875069393380485e+01 -9.155082706961511718e+00 -7.344576384495230315e+00 -5.523234155688925284e+00 -3.690233371151688146e+00 -1.847742134357545751e+00 3.552713678800500929e-15 1.847742134357542199e+00 3.690233371151691699e+00 5.523234155688934166e+00 7.344576384495256960e+00 9.155082706961522376e+00 1.095875069393381018e+01 1.276149478093564049e+01 1.456855621661788547e+01 1.638200830579198453e+01 1.820018747414605897e+01
