-5.000000000000002842e+01 -4.800000000000004263e+01 -4.600000000000001421e+01 -4.399999999999995737e+01 -4.200000000000000000e+01 -3.999999999999998579e+01 -3.800000000000002842e+01 -3.600000000000000000e+01 -3.399999999999995737e+01 -3.199999999999997158e+01 -2.999999999999998579e+01 -2.799999999999998579e+01 -2.599999999999998579e+01 -2.400000000000000000e+01 -2.199999999999997158e+01 -1.999999999999998579e+01 -1.800000000000000000e+01 -1.599999999999997158e+01 -1.399999999999995737e+01 -1.199999999999998579e+01 -1.000000000000000000e+01 -7.999999999999964473e+00 -5.999999999999971578e+00 -3.999999999999985789e+00 -2.000000000000000000e+00 0.000000000000000000e+00 2.000000000000000000e+00 4.000000000000007105e+00 6.000000000000014211e+00 8.000000000000007105e+00 1.000000000000000000e+01 1.200000000000001421e+01 1.400000000000000711e+01 1.600000000000000000e+01 1.799999999999999289e+01 2.000000000000000000e+01 2.199999999999999645e+01 2.399999999999999289e+01 2.600000000000000711e+01 2.800000000000000711e+01 3.000000000000000000e+01 3.200000000000000000e+01 3.400000000000000000e+01 3.600000000000000711e+01 3.800000000000000000e+01 4.000000000000000000e+01 4.200000000000000711e+01 4.400000000000000000e+01 4.599999999999999289e+01 4.800000000000000000e+01 5.000000000000000000e+01
-4.950001075111310200e+01 -4.752006582263106083e+01 -4.554016442050662050e+01 -4.356029424824841811e+01 -4.158044434518510712e+01 -3.960060502974877039e+01 -3.762076784231728510e+01 -3.564092548769364299e+01 -3.366107177729343647e+01 -3.168120157110332258e+01 -2.970131071946658352e+01 -2.772139600474404375e+01 -2.574145508289273465e+01 -2.376148642499762076e+01 -2.178148925878634401e+01 -1.980146351015149975e+01 -1.782140974469876227e+01 -1.584132910933599447e+01 -1.386122327391309739e+01 -1.188109437291834070e+01 -9.900944947234087579e+00 -7.920777885951395092e+00 -5.940596368239802416e+00 -3.960403805266906829e+00 -1.980203782159826176e+00 7.105427357601001859e-15 1.980203782159847492e+00 3.960403805266928146e+00 5.940596368239852154e+00 7.920777885951416408e+00 9.900944947234101789e+00 1.188109437291836201e+01 1.386122327391314002e+01 1.584132910933602290e+01 1.782140974469875161e+01 1.980146351015151041e+01 2.178148925878634756e+01 2.376148642499760655e+01 2.574145508289274886e+01 2.772139600474406507e+01 2.970131071946659063e+01 3.168120157110333679e+01 3.366107177729344357e+01 3.564092548769365720e+01 3.762076784231727089e+01 3.960060502974875618e+01 4.158044434518510712e+01 4.356029424824843232e+01 4.554016442050659208e+01 4.752006582263103240e+01 4.950001075111308779e+01
-4.900004344833137537e+01 -4.704026603018126451e+01 -4.508066457328374810e+01 -4.312118938063597540e+01 -4.116179612356749118e+01 -3.920244563084084888e+01 -3.724310367048015991e+01 -3.528374072560425390e+01 -3.332433176542699726e+01 -3.136485601246410937e+01 -2.940529670687231345e+01 -2.744564086872969000e+01 -2.548587905895626449e+01 -2.352600513946877214e+01 -2.156601603306331327e+01 -1.960591148342728474e+01 -1.764569381559410743e+01 -1.568536769707618106e+01 -1.372493989983852458e+01 -1.176441906320945208e+01 -9.803815457768010333e+00 -7.843140750195367161e+00 -5.882407769033420664e+00 -3.921630271256141498e+00 -1.960822709528116548e+00 1.421085471520200372e-14 1.960822709528144969e+00 3.921630271256155709e+00 5.882407769033463296e+00 7.843140750195409794e+00 9.803815457768031649e+00 1.176441906320947339e+01 1.372493989983856721e+01 1.568536769707622369e+01 1.764569381559411099e+01 1.960591148342731671e+01 2.156601603306333814e+01 2.352600513946876504e+01 2.548587905895628580e+01 2.744564086872971131e+01 2.940529670687232766e+01 3.136485601246412003e+01 3.332433176542701858e+01 3.528374072560426100e+01 3.724310367048011727e+01 3.920244563084084888e+01 4.116179612356748407e+01 4.312118938063600382e+01 4.508066457328373389e+01 4.704026603018124320e+01 4.900004344833136116e+01
-4.850009878632525329e+01 -4.656060494588109577e+01 -4.462151140962289730e+01 -4.268270517083777804e+01 -4.074408531058874416e+01 -3.880556258990786489e+01 -3.686705900411149628e+01 -3.492850730572307327e+01 -3.298985050199402735e+01 -3.105104133246717879e+01 -2.911204173145239338e+01 -2.717282227970201802e+01 -2.523336164899097867e+01 -2.329364604274688588e+01 -2.135366863533606363e+01 -1.941342901210875027e+01 -1.747293261183921231e+01 -1.553219017276936142e+01 -1.359121718307938664e+01 -1.165003333626452076e+01 -9.708661991593700691e+00 -7.767129639563201238e+00 -5.825465372032162747e+00 -3.883700356538554388e+00 -1.941867314139635425e+00 7.105427357601001859e-15 1.941867314139635425e+00 3.883700356538540177e+00 5.825465372032191169e+00 7.767129639563222554e+00 9.708661991593714902e+00 1.165003333626453497e+01 1.359121718307941507e+01 1.553219017276937564e+01 1.747293261183919810e+01 1.941342901210875027e+01 2.135366863533604231e+01 2.329364604274686457e+01 2.523336164899095380e+01 2.717282227970199671e+01 2.911204173145238627e+01 3.105104133246715037e+01 3.298985050199402735e+01 3.492850730572304485e+01 3.686705900411146786e+01 3.880556258990785778e+01 4.074408531058874416e+01 4.268270517083777094e+01 4.462151140962283336e+01 4.656060494588103182e+01 4.850009878632521065e+01
-4.800017750078991696e+01 -4.608108720002297787e+01 -4.416271676937309110e+01 -4.224486312270875032e+01 -4.032734458584050685e+01 -3.841000035063726159e+01 -3.649268980608447066e+01 -3.457529176652977299e+01 -3.265770361632293373e+01 -3.073984038863358137e+01 -2.882163379454684105e+01 -2.690303121669748521e+01 -2.498399467979933775e+01 -2.306449980852913484e+01 -2.114453478139247977e+01 -1.922409928747212859e+01 -1.730320349136209757e+01 -1.538186701014593893e+01 -1.346011790498575067e+01 -1.153799168875392667e+01 -9.615530350156952011e+00 -7.692781393962455638e+00 -5.769796896236428552e+00 -3.846632572918679216e+00 -1.923346859599313063e+00 7.105427357601001859e-15 1.923346859599320169e+00 3.846632572918679216e+00 5.769796896236464079e+00 7.692781393962484060e+00 9.615530350156980433e+00 1.153799168875394798e+01 1.346011790498577199e+01 1.538186701014593183e+01 1.730320349136207625e+01 1.922409928747213215e+01 2.114453478139247267e+01 2.306449980852910286e+01 2.498399467979933419e+01 2.690303121669746744e+01 2.882163379454680907e+01 3.073984038863358137e+01 3.265770361632293373e+01 3.457529176652975877e+01 3.649268980608444224e+01 3.841000035063725448e+01 4.032734458584050685e+01 4.224486312270876454e+01 4.416271676937302715e+01 4.608108720002291392e+01 4.800017750078986722e+01
-4.750028037193025909e+01 -4.560171776046563252e+01 -4.370429347767480976e+01 -4.180768666721736793e+01 -3.991160964491601248e+01 -3.801580743056008771e+01 -3.612005697117052705e+01 -3.422416610367059775e+01 -3.232797230424603185e+01 -3.043134126931759909e+01 -2.853416536945516668e+01 -2.663636201314534446e+01 -2.473787195246863746e+01 -2.283865755774223771e+01 -2.093870108328013657e+01 -1.903800294178296326e+01 -1.713658000060529218e+01 -1.523446390932568306e+01 -1.333169946468775890e+01 -1.142834301608676384e+01 -9.524460912327334938e+00 -7.620127988338396108e+00 -5.715426088861050857e+00 -3.810442624787754085e+00 -1.905269156780114770e+00 2.131628207280300558e-14 1.905269156780150297e+00 3.810442624787775401e+00 5.715426088861086384e+00 7.620127988338431635e+00 9.524460912327384676e+00 1.142834301608677805e+01 1.333169946468779443e+01 1.523446390932571148e+01 1.713658000060530284e+01 1.903800294178300589e+01 2.093870108328015078e+01 2.283865755774223061e+01 2.473787195246865878e+01 2.663636201314537288e+01 2.853416536945517734e+01 3.043134126931759553e+01 3.232797230424603185e+01 3.422416610367063328e+01 3.612005697117048442e+01 3.801580743056008060e+01 3.991160964491601959e+01 4.180768666721738924e+01 4.370429347767477424e+01 4.560171776046559700e+01 4.750028037193023067e+01
-4.700040822833506837e+01 -4.512250196711301697e+01 -4.324625545552823525e+01 -4.137120138875220476e+01 -3.949691955779785957e+01 -3.762303689765031578e+01 -3.574922687908394181e+01 -3.387520833833490741e+01 -3.200074384277308326e+01 -3.012563768909593165e+01 -2.824973362467321891e+01 -2.637291237382030573e+01 -2.449508904017417166e+01 -2.261621044499282362e+01 -2.073625244987993455e+01 -1.885521730170248844e+01 -1.697313102768139004e+01 -1.509004089998817477e+01 -1.320601298173943405e+01 -1.132112976002578364e+01 -9.435487866464214335e+00 -7.549195881606046044e+00 -5.662372216243092282e+00 -3.775143060102386983e+00 -1.887640386486559407e+00 0.000000000000000000e+00 1.887640386486545196e+00 3.775143060102379877e+00 5.662372216243106493e+00 7.549195881606067360e+00 9.435487866464235651e+00 1.132112976002579785e+01 1.320601298173946248e+01 1.509004089998822451e+01 1.697313102768139714e+01 1.885521730170249555e+01 2.073625244987993810e+01 2.261621044499279520e+01 2.449508904017417166e+01 2.637291237382029863e+01 2.824973362467317628e+01 3.012563768909593165e+01 3.200074384277309036e+01 3.387520833833488609e+01 3.574922687908387786e+01 3.762303689765028736e+01 3.949691955779784536e+01 4.137120138875221187e+01 4.324625545552819261e+01 4.512250196711300276e+01 4.700040822833506127e+01
-4.650056195129467795e+01 -4.464344557101349409e+01 -4.278861784665142665e+01 -4.093543528620556771e+01 -3.908331718225674223e+01 -3.723174691699173167e+01 -3.538027202156252571e+01 -3.352850314963585987e+01 -3.167611214548266929e+01 -2.982282939221763485e+01 -2.796844061892765154e+01 -2.611278332988481310e+01 -2.425574299814959289e+01 -2.239724914246524889e+01 -2.053727138263335661e+01 -1.867581554609099470e+01 -1.681291987814502420e+01 -1.494865139075023563e+01 -1.308310236997127873e+01 -1.121638705024227534e+01 -9.348638453974473350e+00 -7.480005387638023251e+00 -5.610649579810292664e+00 -3.740742942507630175e+00 -1.870464934100361631e+00 7.105427357601001859e-15 1.870464934100368737e+00 3.740742942507630175e+00 5.610649579810299770e+00 7.480005387638037462e+00 9.348638453974487561e+00 1.121638705024228244e+01 1.308310236997128584e+01 1.494865139075024629e+01 1.681291987814501709e+01 1.867581554609098049e+01 2.053727138263334595e+01 2.239724914246521337e+01 2.425574299814959289e+01 2.611278332988481310e+01 2.796844061892762667e+01 2.982282939221761708e+01 3.167611214548266219e+01 3.352850314963585276e+01 3.538027202156247597e+01 3.723174691699172456e+01 3.908331718225678486e+01 4.093543528620558902e+01 4.278861784665137691e+01 4.464344557101345146e+01 4.650056195129467085e+01
-4.600074247962587037e+01 -4.416455477885112657e+01 -4.233139716361063165e+01 -4.050041907543324271e+01 -3.867084964256484625e+01 -3.684200137977371980e+01 -3.501327171458322596e+01 -3.318414257753468632e+01 -3.135417835811162490e+01 -2.952302255572978140e+01 -2.769039345283215425e+01 -2.585607911263015524e+01 -2.401993196559317312e+01 -2.218186320356358010e+01 -2.034183715393966452e+01 -1.849986576255265902e+01 -1.665600327495289434e+01 -1.481034117286289842e+01 -1.296300339571453719e+01 -1.111414185607084448e+01 -9.263932241633796139e+00 -7.412570084630935696e+00 -5.560267070825908320e+00 -3.707247554448898086e+00 -1.853745241339467498e+00 1.421085471520200372e-14 1.853745241339488814e+00 3.707247554448919402e+00 5.560267070825915425e+00 7.412570084630964118e+00 9.263932241633831666e+00 1.111414185607085159e+01 1.296300339571453009e+01 1.481034117286290552e+01 1.665600327495289434e+01 1.849986576255265902e+01 2.034183715393966096e+01 2.218186320356355168e+01 2.401993196559315891e+01 2.585607911263015168e+01 2.769039345283212938e+01 2.952302255572979917e+01 3.135417835811162490e+01 3.318414257753469343e+01 3.501327171458317622e+01 3.684200137977369138e+01 3.867084964256481783e+01 4.050041907543324271e+01 4.233139716361058191e+01 4.416455477885109104e+01 4.600074247962584195e+01
-4.550095081507852512e+01 -4.368583630375806592e+01 -4.187461145686484087e+01 -4.006618654119419887e+01 -3.825956888610780027e+01 -3.645387062930778654e+01 -3.464831290843058298e+01 -3.284222680280878137e+01 -3.103505149179942180e+01 -2.922633018021210205e+01 -2.741570435750087142e+01 -2.560290692231086496e+01 -2.378775463628046793e+01 -2.197014028737487479e+01 -2.015002485638680696e+01 -1.832742989924491184e+01 -1.650243028729526884e+01 -1.467514738971102872e+01 -1.284574273660483357e+01 -1.101441216706259496e+01 -9.181380441432395401e+00 -7.346896279892085602e+00 -5.511227777797074623e+00 -3.674658141018198876e+00 -1.837481680139966045e+00 2.131628207280300558e-14 1.837481680139973150e+00 3.674658141018213087e+00 5.511227777797088834e+00 7.346896279892099813e+00 9.181380441432409611e+00 1.101441216706259496e+01 1.284574273660481936e+01 1.467514738971103228e+01 1.650243028729527950e+01 1.832742989924491539e+01 2.015002485638679630e+01 2.197014028737486768e+01 2.378775463628047504e+01 2.560290692231087561e+01 2.741570435750087142e+01 2.922633018021212692e+01 3.103505149179944311e+01 3.284222680280880269e+01 3.464831290843054035e+01 3.645387062930777944e+01 3.825956888610780737e+01 4.006618654119422018e+01 4.187461145686481956e+01 4.368583630375804461e+01 4.550095081507849670e+01
