-1.999999999999999645e+01 -1.799999999999995381e+01 -1.599999999999998934e+01 -1.399999999999997513e+01 -1.199999999999999645e+01 -9.999999999999996447e+00 -7.999999999999971578e+00 -5.999999999999989342e+00 -3.999999999999996447e+00 -2.000000000000000000e+00 3.552713678800500929e-15 2.000000000000003553e+00 4.000000000000007105e+00 6.000000000000007105e+00 8.000000000000001776e+00 9.999999999999998224e+00 1.200000000000000178e+01 1.400000000000000533e+01 1.600000000000000355e+01 1.800000000000000000e+01 2.000000000000000000e+01
-1.980002555751440951e+01 -1.782014392500072830e+01 -1.584031684278333074e+01 -1.386048671168209268e+01 -1.188061412661413030e+01 -9.900675611396334119e+00 -7.920661339000396595e+00 -5.940572847149216074e+00 -3.960420755534098447e+00 -1.980222487919586882e+00 3.552713678800500929e-15 1.980222487919597540e+00 3.960420755534110882e+00 5.940572847149228508e+00 7.920661339000433898e+00 9.900675611396348330e+00 1.188061412661413740e+01 1.386048671168211754e+01 1.584031684278334140e+01 1.782014392500076383e+01 1.980002555751441662e+01
-1.960010329762986103e+01 -1.764058177276146822e+01 -1.568128073586259674e+01 -1.372196714716487165e+01 -1.176248163943852987e+01 -9.802729458364694892e+00 -7.842671162250031358e+00 -5.882313245340885288e+00 -3.921698788682036252e+00 -1.960898191970606774e+00 3.552713678800500929e-15 1.960898191970606774e+00 3.921698788682043357e+00 5.882313245340908381e+00 7.842671162250063333e+00 9.802729458364700221e+00 1.176248163943853342e+01 1.372196714716489296e+01 1.568128073586261095e+01 1.764058177276150019e+01 1.960010329762987169e+01
-1.940023491113455734e+01 -1.746132325847298361e+01 -1.552291305287369383e+01 -1.358447340626505806e+01 -1.164564150698737777e+01 -9.706202389621967797e+00 -7.766067442243098640e+00 -5.825252518796684598e+00 -3.883856202537550928e+00 -1.942038495635351580e+00 0.000000000000000000e+00 1.942038495635355133e+00 3.883856202537558033e+00 5.825252518796698809e+00 7.766067442243132390e+00 9.706202389621967797e+00 1.164564150698737066e+01 1.358447340626507938e+01 1.552291305287369561e+01 1.746132325847301558e+01 1.940023491113457155e+01
-1.920042221775928937e+01 -1.728237897810709711e+01 -1.536523709275463290e+01 -1.344803995394658358e+01 -1.153013445584442209e+01 -9.611135593790997689e+00 -7.690886918247731074e+00 -5.769419720615502456e+00 -3.846912745644548437e+00 -1.923653308358034053e+00 3.552713678800500929e-15 1.923653308358037606e+00 3.846912745644559095e+00 5.769419720615514890e+00 7.690886918247763049e+00 9.611135593790997689e+00 1.153013445584442209e+01 1.344803995394661200e+01 1.536523709275463112e+01 1.728237897810713619e+01 1.920042221775931424e+01
-1.900066717965547625e+01 -1.710376051037869516e+01 -1.520827829745209314e+01 -1.331270384314364819e+01 -1.141600304433644197e+01 -9.517570445191850581e+00 -7.617164750211980362e+00 -5.714841209276634970e+00 -3.810885442937653522e+00 -1.905750854064301336e+00 3.552713678800500929e-15 1.905750854064297783e+00 3.810885442937667733e+00 5.714841209276656286e+00 7.617164750212007007e+00 9.517570445191850581e+00 1.141600304433644197e+01 1.331270384314366417e+01 1.520827829745210735e+01 1.710376051037872003e+01 1.900066717965546914e+01
-1.880097191672241763e+01 -1.692548053403310604e+01 -1.505206449956518355e+01 -1.317850495616032092e+01 -1.130329172093333767e+01 -9.425548307549515670e+00 -7.544934130986817422e+00 -5.661540205102330248e+00 -3.775788228483552444e+00 -1.888337467806259440e+00 0.000000000000000000e+00 1.888337467806248782e+00 3.775788228483554221e+00 5.661540205102342682e+00 7.544934130986844067e+00 9.425548307549517446e+00 1.130329172093333767e+01 1.317850495616033868e+01 1.505206449956520132e+01 1.692548053403314867e+01 1.880097191672242474e+01
-1.860133872409993216e+01 -1.674755296327691667e+01 -1.489662620470067367e+01 -1.304548626495486374e+01 -1.119204686061206289e+01 -9.335110287495670178e+00 -7.474225854516294731e+00 -5.609536331665541553e+00 -3.741631588265406094e+00 -1.871417406429152663e+00 3.552713678800500929e-15 1.871417406429149111e+00 3.741631588265418529e+00 5.609536331665559317e+00 7.474225854516319600e+00 9.335110287495675507e+00 1.119204686061205933e+01 1.304548626495487795e+01 1.489662620470069143e+01 1.674755296327695220e+01 1.860133872409994993e+01
-1.840177009220582605e+01 -1.656999310478535037e+01 -1.474199691413363311e+01 -1.291369410997521072e+01 -1.108231677060009801e+01 -9.246296928872542509e+00 -7.405067838538194280e+00 -5.558845148626240018e+00 -3.708422222134025503e+00 -1.854992679352314155e+00 1.065814103640150279e-14 1.854992679352310603e+00 3.708422222134048596e+00 5.558845148626256005e+00 7.405067838538228031e+00 9.246296928872551391e+00 1.108231677060010512e+01 1.291369410997523026e+01 1.474199691413364732e+01 1.656999310478538590e+01 1.840177009220582605e+01
-1.820226872977998767e+01 -1.639281784049312307e+01 -1.458821349432125913e+01 -1.278317849624759006e+01 -1.097415165470765075e+01 -9.159147838118684604e+00 -7.337484601648540661e+00 -5.509477684107991990e+00 -3.676162734695907375e+00 -1.839062905487637067e+00 7.105427357601001859e-15 1.839062905487637067e+00 3.676162734695918033e+00 5.509477684108007978e+00 7.337484601648569082e+00 9.159147838118688156e+00 1.097415165470765963e+01 1.278317849624761315e+01 1.458821349432126269e+01 1.639281784049315860e+01 1.820226872978000188e+01
