1.000000000000000000e+00 1.000000000000000000e+01 3.000000000000000000e+01 5.000000000000000000e+01 1.000000000000000000e+02
7.987784960551236324e-01 5.465992210894897729e-01 3.641941844907874426e-01 2.721541679157824523e-01 1.402692341833308431e-01
9.995294644546843799e-01 9.364382004666929049e-01 7.277649744545739985e-01 5.558138513432827610e-01 2.874283253311684661e-01
